GeneName,Trait,GeneSymbol
Zm00001d018274,NDI/ExG/ExR/GLI2,LOC100275420
Zm00001d018291,CIVE/rn/COM,LOC103627823
Zm00001d018375,NDI,-
Zm00001d018380,RGBR,arr8
Zm00001d018382,gn,vps2
Zm00001d018413,ints/RGBVI/veg,dnaJ57
Zm00001d018420,rn,umc2136
Zm00001d018450,GRVI,pco145392
Zm00001d018481,RGBR,myo2
Zm00001d018482,ints,rhw1
Zm00001d018504,rn,-
Zm00001d018573,NDI,rop4
Zm00001d018619,NDI,Zm00001eb298210/GRMZM2G138450
Zm00001d018626,NDI,-
Zm00001d018637,CIVE,-
Zm00001d018674,RGBR,-
Zm00001d018704,NDI,umc1378
Zm00001d018713,RGBR,-
Zm00001d018718,CIVE,LOC100216877
Zm00001d018730,RGBR,umc1426
Zm00001d018753,CIVE,-
Zm00001d018760,GLI2,-
Zm00001d018763,RGBVI,-
Zm00001d018776,RGBVI,myb45
Zm00001d018796,GRVI,IDP80
Zm00001d018798,ExR,-
Zm00001d018849,rn,-
Zm00001d018872,RGBR,rcc23
Zm00001d018884,ints,uce14
Zm00001d018929,COM/GreenCoverage,cl218_1
Zm00001d018955,GRVI,-
Zm00001d018957,ints,LOC100382075
Zm00001d018977,RGBR,met1
Zm00001d018983,GreenCoverage,mkkk26
Zm00001d019004,GRVI,uce20
Zm00001d019005,GRVI,-
Zm00001d019020,MGRVI/veg/ExGR/GLI,-
Zm00001d019029,GRVI/IKAW,meg7
Zm00001d019037,ints,-
Zm00001d019039,ints,phd3
Zm00001d019043,GreenCoverage,-
Zm00001d019047,NDI,-
Zm00001d019048,GRVI/rn,pco144169
Zm00001d019049,RGBVI,-
Zm00001d019064,CIVE,sbt38
Zm00001d019065,veg,sbt12
Zm00001d019067,ints,-
Zm00001d019093,ints,LOC103632090
Zm00001d019107,GRVI,LOC109940837
Zm00001d019125,CIVE,pco103663
Zm00001d019139,CIVE,smt1
Zm00001d019145,GLI,cl50517_1c
Zm00001d019206,ints,IDP7274
Zm00001d019212,CIVE,-
Zm00001d019241,GRVI,-
Zm00001d019252,ExG,-
Zm00001d019276,GreenCoverage,-
Zm00001d019279,rn,cda1
Zm00001d019312,veg/ExG/ExGR,bgaf1
Zm00001d019314,MGRVI/ExGR/GreenCoverage,-
Zm00001d019327,MGRVI/veg/ExG/ExGR/GLI,nrat5
Zm00001d019328,NDI,traf41
Zm00001d019342,GLI2,vim104
Zm00001d019357,GRVI/NDI,-
Zm00001d019380,GLI2,-
Zm00001d019397,IKAW/MGRVI/veg/COM/ExG/ExGR/GLI/GreenCoverage,-
Zm00001d019421,veg,-
Zm00001d019459,MGRVI/veg/ExG/ExGR,LOC100193358
Zm00001d019475,COM,ereb128
Zm00001d019476,GRVI,-
Zm00001d019481,MGRVI/veg/COM/ExGR/GreenCoverage,AY110576
Zm00001d019483,veg/GLI2,IDP1643
Zm00001d019501,ExG,cl11249_1
Zm00001d019519,GLI,prh142
Zm00001d019522,GLI2,-
Zm00001d019573,RGBVI,caf1
Zm00001d019627,ints/rn,pza03723
Zm00001d019662,GLI,-
Zm00001d019670,MGRVI/veg/ExG/ExGR/GLI,mmp187
Zm00001d019699,RGBVI,-
Zm00001d019789,MGRVI/COM/ExG/GLI/GreenCoverage,-
Zm00001d019799,MGRVI/veg/ExGR/GLI,-
Zm00001d019814,gn,-
Zm00001d019901,ExG,-
Zm00001d019907,IKAW,sdg128
Zm00001d019920,CIVE/COM,-
Zm00001d019961,GRVI,-
Zm00001d020001,MGRVI/veg/ExG/ExGR/GLI,smc6
Zm00001d020030,RGBR,-
Zm00001d020036,ExR,vef101a
Zm00001d020082,CIVE/COM/GreenCoverage,-
Zm00001d020096,RGBVI/rn,-
Zm00001d020101,MGRVI/veg/ExG/ExGR,-
Zm00001d020160,GRVI/MGRVI/veg/ExG/ExGR,si945031b12
Zm00001d020162,CIVE,-
Zm00001d020185,CIVE/MGRVI/veg/COM/ExGR/GreenCoverage,LOC100217265
Zm00001d020202,GRVI/ints/GLI2,-
Zm00001d020205,GLI2,IDP3994
Zm00001d020225,RGBR/ExG/ExR,-
Zm00001d020233,veg/ExGR,LOC103643056
Zm00001d020237,COM,-
Zm00001d020246,CIVE,-
Zm00001d020261,CIVE,skus17
Zm00001d020292,GLI2,LOC100278886
Zm00001d020312,ExGR/ExR,GRMZM2G030528
Zm00001d020362,veg,-
Zm00001d020391,IKAW,-
Zm00001d020418,GRVI,Zm.020418
Zm00001d020428,GRVI,aco9
Zm00001d020453,IKAW,-
Zm00001d020463,ints,stp19
Zm00001d020515,GRVI/IKAW/COM/GLI/GreenCoverage,magi20317
Zm00001d020524,MGRVI/RGBVI/ExG/GLI/GreenCoverage,IDP575
Zm00001d020535,RGBR,Zm00001d020535
Zm00001d020572,IKAW,-
Zm00001d020590,MGRVI/COM/ExGR,alt5
Zm00001d020603,ExGR,-
Zm00001d020616,rn,-
Zm00001d020620,CIVE,dro1
Zm00001d020679,GLI/gn,-
Zm00001d020703,NDI,LOC103632842
Zm00001d020821,RGBR,-
Zm00001d020822,RGBR,-
Zm00001d020904,NDI/RGBR,-
Zm00001d020908,GLI2,cl299_1
Zm00001d020911,GLI2,upl8
Zm00001d020972,GLI2,nactf79
Zm00001d020973,IKAW,dnaj162
Zm00001d020989,rn,-
Zm00001d021000,GLI,GRMZM2G000264
Zm00001d021020,GLI2,cl1797_1e
Zm00001d021024,GLI2,pdcb39
Zm00001d021032,NDI,-
Zm00001d021036,RGBR/veg/ExR/GLI,-
Zm00001d021067,IKAW,-
Zm00001d021084,GreenCoverage,cl5360_1
Zm00001d021085,GreenCoverage,-
Zm00001d021145,RGBR,brd103
Zm00001d021162,NDI,pco110957
Zm00001d021196,RGBR,umc1481
Zm00001d021202,GLI,-
Zm00001d021225,GRVI,si496008f05
Zm00001d021241,gn,-
Zm00001d021302,NDI,-
Zm00001d021306,GRVI,-
Zm00001d021324,GLI,Zm00001d021324
Zm00001d021359,rn,-
Zm00001d021396,IKAW,LOC103633127
Zm00001d021403,ExG,idd7
Zm00001d021430,NDI,cl19589_1
Zm00001d021488,rn,-
Zm00001d021516,ints/GLI2,camta2
Zm00001d021519,ExG/GLI2,nbcs20
Zm00001d021526,ints,ndk1
Zm00001d021528,ints,-
Zm00001d021568,ExG,-
Zm00001d021613,ExR/GLI/gn,-
Zm00001d021621,GRVI/gn,LOC103633224
Zm00001d021629,ints/GLI2,mate42
Zm00001d021639,RGBVI,-
Zm00001d021745,NDI/veg/ExR/GreenCoverage,-
Zm00001d021815,GRVI,eif2
Zm00001d021838,MGRVI/veg/ExG/ExGR,si683018f12
Zm00001d021846,MGRVI/veg/COM/ExG/ExGR/ExR/GLI/GreenCoverage,IDP7822
Zm00001d021880,veg,si606044d07
Zm00001d021889,ExG,-
Zm00001d021893,ExG,impb7
Zm00001d021895,GreenCoverage,chn36
Zm00001d021945,RGBR,-
Zm00001d021972,ints/NDI/RGBVI,IDP5024
Zm00001d021985,gn,-
Zm00001d022010,MGRVI/veg/ExG/ExGR/GLI,-
Zm00001d022059,NDI,pdcb45
Zm00001d022179,COM,snrkII2
Zm00001d022199,GLI,dnaJ73
Zm00001d022225,GLI2,bhlh190
Zm00001d022257,MGRVI/RGBVI/veg/ExG/ExGR/GLI,-
Zm00001d022276,RGBR,GRMZM2G300709
Zm00001d022309,RGBR,-
Zm00001d022310,NDI,-
Zm00001d022335,RGBVI,-
Zm00001d022340,GLI,-
Zm00001d022381,ExG,-
Zm00001d022395,RGBVI,csu1151a
Zm00001d022417,gn,ddt4
Zm00001d022432,CIVE,cl25718_1b
Zm00001d022442,GRVI,bzip58
Zm00001d022491,NDI,cl8788_1
Zm00001d022498,NDI,-
Zm00001d022517,GRVI,nactf2
Zm00001d022545,COM,GRMZM2G130950
Zm00001d022573,ints,-
Zm00001d022618,RGBVI,-
Zm00001d022625,ints/GLI2,si486077f11b
Zm00001d022631,RGBR,-
Zm00001d022636,GLI2,npi611a
Zm00001d022703,GLI,-
Zm00001d022737,NDI,-
Zm00001d022758,rn,-
Zm00001d022783,RGBVI,-
Zm00001d022833,IKAW,-
Zm00001d022850,rn,-
Zm00001d022860,RGBVI,-
Zm00001d022924,ints,-
Zm00001d023062,CIVE/ints/MGRVI/RGBVI/veg/ExG/ExGR/GLI,-
Zm00001d023225,veg/ExGR,cl33564_1b
Zm00001d023243,IKAW/RGBR,GRMZM2G130062
Zm00001d023271,GRVI/NDI,GRMZM2G099074
Zm00001d023275,rn,-
Zm00001d023278,GRVI,LOC100282632
Zm00001d023303,rn,-
Zm00001d023311,GRVI/RGBR,cl10136_1
Zm00001d023314,RGBR,AW330564
Zm00001d023317,ints/GreenCoverage,rp1
Zm00001d023318,ExG,-
Zm00001d023323,rn/ExR,LOC103640712
Zm00001d023325,rn,LOC103640714
Zm00001d023337,NDI,LOC100383155
Zm00001d023392,GRVI,Zm00001d023392
Zm00001d023399,ExR,Zm00001d023399
Zm00001d023400,ExR,LOC103640750
Zm00001d023401,RGBR,AC218932.3_FG009
Zm00001d023402,NDI,glk4
Zm00001d023418,ExR,Zm00001d023418
Zm00001d023459,COM,-
Zm00001d023481,GRVI,-
Zm00001d023495,GLI2,-
Zm00001d023499,GRVI,-
Zm00001d023503,GRVI,IDP4088
Zm00001d023510,COM,acr27
Zm00001d023511,RGBVI,-
Zm00001d023520,GRVI,cl2951_1c
Zm00001d023538,ExGR,lacs11
Zm00001d023580,RGBVI,aldh25
Zm00001d023583,RGBVI,IDP1458
Zm00001d023585,GLI2,hdac8
Zm00001d023592,RGBR,aaap64
Zm00001d023630,GRVI,-
Zm00001d023636,ints,c3h54
Zm00001d023640,ExGR,ubp44
Zm00001d023651,NDI,gpm884
Zm00001d023792,NDI/veg,magi29945
Zm00001d023839,rn,php06005
Zm00001d023842,IKAW,-
Zm00001d023966,GreenCoverage,-
Zm00001d024011,RGBVI,-
Zm00001d024014,ExGR/ExR/gn,-
Zm00001d024018,ExR,-
Zm00001d024034,ints/COM,-
Zm00001d024035,ints/ExG,Zm00001d024035
Zm00001d024036,CIVE/ints/RGBR/GreenCoverage,-
Zm00001d024049,NDI/RGBR,-
Zm00001d024061,GLI,-
Zm00001d024066,NDI,-
Zm00001d024083,GRVI,-
Zm00001d024112,RGBR,-
Zm00001d024127,ExG,-
Zm00001d024154,gn,gc1
Zm00001d024205,CIVE,-
Zm00001d024208,GRVI,tps12
Zm00001d024238,RGBVI,-
Zm00001d024248,RGBR,ppr*-59040
Zm00001d024291,ints,-
Zm00001d024425,GRVI,pza02941
Zm00001d024428,GRVI,-
Zm00001d024429,ints,mcsf1
Zm00001d024496,ints,-
Zm00001d024505,GLI/gn,-
Zm00001d024552,GreenCoverage,-
Zm00001d024575,ExGR,-
Zm00001d024615,GRVI,bap3a
Zm00001d024621,NDI,-
Zm00001d024640,ints,-
Zm00001d024675,ExR/GLI,pco085368
Zm00001d024697,ExG,-
Zm00001d024710,IKAW,-
Zm00001d024718,GRVI,-
Zm00001d024767,GRVI,-
Zm00001d024788,rn,si707004g09
Zm00001d024796,GRVI,-
Zm00001d024842,RGBVI,-
Zm00001d024869,ints,-
Zm00001d024936,GRVI,cl32751_-1
Zm00001d024940,ExG,-
Zm00001d024947,ExG,-
Zm00001d025036,CIVE,LOC100285032
Zm00001d025044,ExG,-
Zm00001d025060,RGBVI,pco088744
Zm00001d025112,IKAW,-
Zm00001d025124,GLI,-
Zm00001d025130,ints/RGBR/RGBVI/gn,metp7
Zm00001d025174,rn,pco078062b
Zm00001d025204,ExG,-
Zm00001d025237,ExR,LOC100381633
Zm00001d025253,rn,-
Zm00001d025301,RGBVI,-
Zm00001d025323,NDI,prh90
Zm00001d025368,CIVE,-
Zm00001d025386,ExR/GLI,-
Zm00001d025397,GLI2,pco103363
Zm00001d025428,rn,-
Zm00001d025449,ints,mpkl6
Zm00001d025484,ExG,-
Zm00001d025491,NDI,alf14
Zm00001d025507,MGRVI/NDI/RGBVI/COM/ExR,LOC103641690
Zm00001d025554,ExG,Zm00001d025554
Zm00001d025593,GRVI,gpa2
Zm00001d025673,gn,-
Zm00001d025674,RGBVI,-
Zm00001d025714,GRVI,Zm00001d025714
Zm00001d025734,CIVE,-
Zm00001d025738,rn,-
Zm00001d025773,RGBVI,sam1
Zm00001d025797,CIVE/IKAW/MGRVI/NDI/veg/COM/ExGR,LOC103641819
Zm00001d025803,RGBVI,-
Zm00001d025816,GRVI,LOC732814
Zm00001d025819,IKAW,-
Zm00001d025830,IKAW,dcl4
Zm00001d025892,ints,-
Zm00001d025893,MGRVI/RGBVI/veg/COM/ExGR/GreenCoverage,AY106733
Zm00001d025921,NDI,IDP7421
Zm00001d025958,CIVE/GreenCoverage,aldh27
Zm00001d025962,RGBVI/ExGR,-
Zm00001d025979,IKAW,Zm00001d025979
Zm00001d026010,CIVE/MGRVI/COM,LOC103641914/Zm00001eb428010
Zm00001d026060,MGRVI/veg/ExG/ExGR/GLI,acs7
Zm00001d026089,ints/gn,-
Zm00001d026106,RGBR,glk41
Zm00001d026111,ints,ago1b
Zm00001d026127,gn,mmp71
Zm00001d026214,ExGR/ExR/GLI2,pco068000
Zm00001d026277,RGBVI,cpx2
Zm00001d026294,CIVE/COM,-
Zm00001d026300,GRVI,ago2b
Zm00001d026305,ints,ca2p7
Zm00001d026306,ints,si945031g08d
Zm00001d026337,gn,ss3
Zm00001d026362,rn,mybr71
Zm00001d026363,CIVE/COM,prh76
Zm00001d026370,gn,andr2
Zm00001d026437,COM/GreenCoverage,-
Zm00001d026452,IKAW,umc1176
Zm00001d026515,ints,vp10
Zm00001d026522,NDI/ExG,Zm00001eb432870
Zm00001d026533,rn,-
Zm00001d026535,RGBVI,cl13024_1
Zm00001d026543,MGRVI/NDI/COM/ExGR,c3h52/plap1
Zm00001d026564,rn,-
Zm00001d026574,ints,-
Zm00001d026586,ints,pao4
Zm00001d026607,CIVE/MGRVI/RGBVI/veg/COM/ExG/ExGR/ExR/GLI/GreenCoverage,AY109829
Zm00001d026608,COM,trx4
Zm00001d026635,gn,alla1
Zm00001d026738,gn,-
Zm00001d026796,rn,-
Zm00001d026848,rn,-
Zm00001d026990,RGBVI/ExG,-
Zm00001d027023,RGBR,-
Zm00001d027041,ints,-
Zm00001d027233,GLI2,-
Zm00001d027278,gn,thk1
Zm00001d027317,RGBR,rld2
Zm00001d027324,GRVI,Zm00001eb000780
Zm00001d027333,RGBVI,cl584_1(3)
Zm00001d027340,RGBR,umc2183
Zm00001d027342,RGBVI,gpm319
Zm00001d027359,CIVE/GRVI/COM,fus6
Zm00001d027392,IKAW/GLI/GLI2,cals9
Zm00001d027407,CIVE/COM/GreenCoverage,-
Zm00001d027415,MGRVI/veg/ExGR/ExR,atg1a
Zm00001d027425,GLI2,zag6
Zm00001d027445,veg,LOC100194359
Zm00001d027467,gn,-
Zm00001d027576,RGBVI,-
Zm00001d027603,NDI,-
Zm00001d027633,ints,IDP1437a
Zm00001d027646,ints,-
Zm00001d027665,NDI,LOC103644425
Zm00001d027803,veg,TIDP3300
Zm00001d027876,RGBR,IDP8570
Zm00001d027911,gn,bhlh200
Zm00001d027936,GRVI,vp5
Zm00001d027968,NDI,-
Zm00001d027980,RGBR,-
Zm00001d028000,CIVE/MGRVI/RGBVI/veg/ExG/ExGR/ExR/GLI/GreenCoverage,-
Zm00001d028013,NDI,pum1
Zm00001d028038,NDI,LOC103631953
Zm00001d028046,GLI,emp602
Zm00001d028062,NDI,caspl1/2
Zm00001d028069,RGBVI,ereb236
Zm00001d028070,RGBR/gn,ereb35
Zm00001d028125,rn,-
Zm00001d028164,ExGR,sfp3
Zm00001d028197,ints,-
Zm00001d028198,GLI2,-
Zm00001d028201,RGBR,pco109407
Zm00001d028230,CIVE/COM,stp2
Zm00001d028256,RGBR,dnaJ1
Zm00001d028272,gn,-
Zm00001d028312,GLI/gn,bhlh201
Zm00001d028358,GRVI,-
Zm00001d028373,ExR/GLI2/gn,toc35
Zm00001d028382,IKAW,-
Zm00001d028423,ints,Zm00001d028423
Zm00001d028426,gn,pco060763
Zm00001d028464,CIVE/MGRVI/veg/ExG/ExGR,si603033a03(106)
Zm00001d028473,CIVE,-
Zm00001d028495,CIVE,IDP6057
Zm00001d028528,COM/GLI2/GreenCoverage,LOC100502457
Zm00001d028633,IKAW/NDI,-
Zm00001d028640,CIVE,-
Zm00001d028649,RGBR,-
Zm00001d028699,RGBVI,-
Zm00001d028704,IKAW,-
Zm00001d028710,GRVI,cl53010_1a
Zm00001d028728,CIVE/veg/COM/ExGR/ExR/GreenCoverage,rlua7
Zm00001d028748,NDI,-
Zm00001d028777,ExG,ms9
Zm00001d028825,GLI2,-
Zm00001d028827,MGRVI/RGBR/veg/COM/ExG/ExGR/GLI/GreenCoverage,cl8740_1a
Zm00001d028840,NDI,-
Zm00001d028859,gn,-
Zm00001d028901,RGBR/GLI2,hcf3
Zm00001d028902,IKAW,IDP4324
Zm00001d028915,CIVE/GRVI/NDI,LOC100280294/LOC118471883/yige1
Zm00001d028926,GreenCoverage,invan7
Zm00001d028936,MGRVI/veg/ExGR/GLI,bzip52
Zm00001d028967,MGRVI/veg/ExG/ExGR/GLI,IDP7785
Zm00001d028975,ints/RGBR,lim432
Zm00001d029010,RGBR,c3h45
Zm00001d029048,ints,cdo938a
Zm00001d029055,veg,-
Zm00001d029090,CIVE,-
Zm00001d029096,gn,-
Zm00001d029134,IKAW/RGBVI/rn,-
Zm00001d029141,RGBVI,-
Zm00001d029142,ints,-
Zm00001d029168,veg,-
Zm00001d029183,RGBR,IDP739
Zm00001d029184,ints,-
Zm00001d029199,COM,-
Zm00001d029223,GRVI,-
Zm00001d029263,COM,pco063745
Zm00001d029272,ExR/GLI,-
Zm00001d029328,ExGR,-
Zm00001d029338,CIVE,-
Zm00001d029375,ExG/ExR,pza02791
Zm00001d029398,CIVE/COM/GreenCoverage,-
Zm00001d029415,GRVI,-
Zm00001d029486,MGRVI/veg/ExG/ExGR/ExR/GLI,-
Zm00001d029603,NDI,cl29906_1
Zm00001d029644,COM,-
Zm00001d029688,NDI,-
Zm00001d029715,ints,-
Zm00001d029717,RGBVI,-
Zm00001d029750,NDI,pco071369
Zm00001d029799,MGRVI/gn,-
Zm00001d029800,RGBVI,-
Zm00001d029818,CIVE,LOC100384314
Zm00001d029848,IKAW,pco098993
Zm00001d029873,CIVE,-
Zm00001d029992,NDI,-
Zm00001d030046,RGBVI,-
Zm00001d030053,rn,-
Zm00001d030062,rn,Zm00001d030062
Zm00001d030063,rn,-
Zm00001d030091,ExG,pco076960
Zm00001d030133,GLI,osca5
Zm00001d030164,rn,-
Zm00001d030183,GRVI,-
Zm00001d030207,GLI,ppr38
Zm00001d030208,GLI,-
Zm00001d030222,GLI2,-
Zm00001d030266,ints,cals10
Zm00001d030270,NDI,LOC100193937
Zm00001d030282,IKAW,LOC103638174
Zm00001d030297,ints,Zm00001d030297
Zm00001d030398,IKAW/COM,-
Zm00001d030421,ExG,-
Zm00001d030438,GRVI,-
Zm00001d030484,NDI,-
Zm00001d030534,IKAW,-
Zm00001d030548,rn,EU973925
Zm00001d030551,GLI2,IDP7590
Zm00001d030581,MGRVI/ExGR/ExR,IDP8049
Zm00001d030598,IKAW/rn/GLI,-
Zm00001d030609,GLI,pco074409
Zm00001d030639,GLI,TIDP3719
Zm00001d030669,gn,-
Zm00001d030712,gn,pme34
Zm00001d030777,CIVE/GRVI,-
Zm00001d030787,GLI,-
Zm00001d030809,veg,-
Zm00001d030819,RGBVI,LOC103640480
Zm00001d030822,rn,LOC103640481
Zm00001d030860,NDI/ExGR/ExR/GLI/GLI2/gn,osca9
Zm00001d030867,IKAW,-
Zm00001d030868,RGBR,nbcs1
Zm00001d030877,GRVI,-
Zm00001d031000,IKAW,-
Zm00001d031009,gn,cpp5
Zm00001d031047,CIVE/COM/GreenCoverage,caspl5
Zm00001d031139,GRVI,-
Zm00001d031178,ExR,cl4488_1
Zm00001d031192,ints,-
Zm00001d031210,MGRVI/veg/COM/GreenCoverage,IDP8533
Zm00001d031216,GRVI,-
Zm00001d031301,RGBR,-
Zm00001d031342,GRVI,-
Zm00001d031457,ExR/GLI,-
Zm00001d031466,NDI,wakl8
Zm00001d031467,NDI,-
Zm00001d031469,GRVI,-
Zm00001d031495,ints/COM/GreenCoverage,-
Zm00001d031549,CIVE/NDI/rn/GLI/GLI2,traf12/mab3
Zm00001d031568,rn,-
Zm00001d031587,GreenCoverage,si687012c04
Zm00001d031605,GRVI,-
Zm00001d031637,GreenCoverage,umc2151
Zm00001d031682,GLI,-
Zm00001d031700,RGBVI,-
Zm00001d031702,CIVE/MGRVI/COM/ExGR/ExR/GLI,-
Zm00001d031709,IKAW/ints,-
Zm00001d031807,rn,-
Zm00001d031847,MGRVI/veg/ExGR/GLI,Zm00001d031847
Zm00001d031849,RGBVI,pco095480
Zm00001d031943,RGBVI,krp4
Zm00001d031956,GLI2,magi53573
Zm00001d031957,GLI2,-
Zm00001d031986,ExR,-
Zm00001d031987,ExR,-
Zm00001d032004,GRVI,-
Zm00001d032032,GRVI,myb167
Zm00001d032078,gn,-
Zm00001d032096,GRVI,arid9
Zm00001d032101,gn,IDP8950
Zm00001d032165,ints,-
Zm00001d032234,COM,-
Zm00001d032238,veg/ExGR,umc1278
Zm00001d032256,CIVE,-
Zm00001d032267,MGRVI/veg/COM/ExG/ExGR/GreenCoverage,si687009b11
Zm00001d032319,GRVI,cl10492_1
Zm00001d032363,COM/GreenCoverage,-
Zm00001d032371,ints,-
Zm00001d032407,COM,-
Zm00001d032408,CIVE,mmp173
Zm00001d032445,GRVI,-
Zm00001d032504,NDI,skus9
Zm00001d032509,ExR/GLI,-
Zm00001d032552,GRVI,nxd1
Zm00001d032566,ExG,-
Zm00001d032567,IKAW,TIDP3739
Zm00001d032598,ints,IDP174
Zm00001d032605,gn,phi002/npi447a
Zm00001d032606,CIVE/NDI,-
Zm00001d032633,RGBVI,prmt6
Zm00001d032644,GRVI,Zm00001d032644
Zm00001d032664,MGRVI/veg/ExGR/GLI,ckx6
Zm00001d032666,COM,IDP6784
Zm00001d032695,gn,mdh4
Zm00001d032729,ints,-
Zm00001d032815,ExG,IDP4150
Zm00001d032830,NDI,-
Zm00001d032835,rn,-
Zm00001d032868,RGBVI,Zm00001d032868
Zm00001d032921,GreenCoverage,LOC100194055
Zm00001d032960,RGBVI/ExG,-
Zm00001d032961,MGRVI/veg/COM/GreenCoverage,an1
Zm00001d032962,MGRVI/veg/ExGR/ExR/GLI,mmp22
Zm00001d032967,CIVE,ereb223
Zm00001d032973,CIVE/MGRVI/veg/COM/ExGR/GLI/GreenCoverage,gpat7
Zm00001d032978,RGBR,LOC103643579
Zm00001d032980,GRVI,-
Zm00001d032985,RGBR,-
Zm00001d032990,NDI,sdg123
Zm00001d033040,CIVE/COM/GreenCoverage,-
Zm00001d033078,ints,-
Zm00001d033148,GRVI/IKAW/rn,LOC103643660
Zm00001d033159,CIVE,si605017d12b
Zm00001d033171,rn,-
Zm00001d033241,rn/ExG,caat1
Zm00001d033260,MGRVI/veg/ExG/ExGR,-
Zm00001d033296,NDI,mate14
Zm00001d033303,ints,rth1
Zm00001d033361,GRVI,-
Zm00001d033370,NDI,TIDP3263
Zm00001d033383,ints,thic1
Zm00001d033414,ExR,mmp149b
Zm00001d033420,RGBR,-
Zm00001d033422,GLI2,gbp2
Zm00001d033451,ints,umc2047
Zm00001d033456,CIVE,-
Zm00001d033469,ints/RGBR,fdx7
Zm00001d033493,MGRVI/veg/ExGR/GLI,caat5
Zm00001d033496,GLI2,nas3
Zm00001d033571,CIVE/ints/rn,-
Zm00001d033597,MGRVI/veg/ExGR/GLI,clc1
Zm00001d033598,MGRVI/veg/ExGR/GLI,-
Zm00001d033635,ExG,-
Zm00001d033641,ExG,pco079257
Zm00001d033645,RGBR,hin5
Zm00001d033651,IKAW,pco134646
Zm00001d033655,NDI,mkkk13
Zm00001d033682,IKAW,ami2
Zm00001d033726,IKAW,IDP8321
Zm00001d033788,RGBVI,pco124283
Zm00001d033837,GLI2,IDP738
Zm00001d033853,RGBVI/gn,-
Zm00001d033895,GRVI/ints,si947005a04(18)
Zm00001d033924,RGBVI,-
Zm00001d033927,ints,-
Zm00001d033929,ints,lpa3
Zm00001d033934,CIVE/NDI/GLI2,-
Zm00001d033935,ints,smg1
Zm00001d034018,IKAW,tlk1
Zm00001d034034,NDI,pco115518b
Zm00001d034046,RGBVI,-
Zm00001d034088,RGBR,-
Zm00001d034118,ints/GLI,cyp35
Zm00001d034157,ints,-
Zm00001d034164,IKAW,-
Zm00001d034166,IKAW/gn,-
Zm00001d034212,ints,hb8
Zm00001d034220,COM,-
Zm00001d034253,NDI,emp18
Zm00001d034263,NDI,umc161a
Zm00001d034279,GLI2,-
Zm00001d034321,ExG,-
Zm00001d034409,gn,cl8889_1
Zm00001d034420,NDI,gdh1
Zm00001d034492,rn,vps35
Zm00001d034496,RGBR,-
Zm00001d034510,rn,umc1862
Zm00001d034542,ExR,Zm00001d034542
Zm00001d034547,CIVE/COM/GreenCoverage,umc1118
Zm00001d034552,RGBVI,pgl103
Zm00001d034560,COM,-
Zm00001d034577,RGBR,-
Zm00001d034578,CIVE/MGRVI/RGBVI/veg/COM/ExG/ExGR/ExR/GLI/GreenCoverage,-
Zm00001d034582,CIVE/MGRVI/COM/ExG/ExGR/ExR,LOC103644232
Zm00001d034586,GRVI/RGBVI/rn/ExG,LOC100191364
Zm00001d034616,NDI,Zm00001d034616
Zm00001d034624,IKAW,-
Zm00001d034629,GLI2,ts6
Zm00001d034651,rn,dof27
Zm00001d034693,CIVE,-
Zm00001d034699,CIVE/RGBVI/COM,-
Zm00001d034711,RGBVI,-
Zm00001d034713,GLI2,pco104500
Zm00001d034735,GRVI,-
Zm00001d034736,GRVI,cps1
Zm00001d034738,ints,prh65
Zm00001d034768,NDI,umc1331
Zm00001d034779,GLI2,-
Zm00001d034805,veg,-
Zm00001d034810,IKAW/rn/GLI2,-
Zm00001d034851,RGBR/RGBVI,ask1
Zm00001d034929,ExGR,lug3
Zm00001d034930,GRVI,-
Zm00001d034949,RGBR/gn,gbp1
Zm00001d034951,gn,-
Zm00001d034962,IKAW,emb2
Zm00001d035048,gn,-
Zm00001d035049,gn,-
Zm00001d035062,GRVI,-
Zm00001d035139,RGBVI,Zm00001d035139
Zm00001d035164,COM,-
Zm00001d035166,IKAW,aaap43/aaap44
Zm00001d035203,NDI,-
Zm00001d035204,rn,-
Zm00001d035225,rn,-
Zm00001d035246,RGBVI,TIDP3648
Zm00001d035288,NDI,pco124941
Zm00001d035298,MGRVI/veg/ExG/ExGR/ExR/GLI,IDP1988
Zm00001d035349,ExR,-
Zm00001d035351,gn,-
Zm00001d035371,RGBR,-
Zm00001d035380,GRVI/RGBVI,-
Zm00001d035439,RGBVI,knox5
Zm00001d035444,IKAW,-
Zm00001d035445,gn,gsh1
Zm00001d035468,GLI2,-
Zm00001d035484,GRVI,-
Zm00001d035543,MGRVI/veg/ExGR,-
Zm00001d035563,IKAW,-
Zm00001d035595,RGBVI,dhar3
Zm00001d035601,CIVE,LOC100280126
Zm00001d035747,RGBVI,ago1a
Zm00001d035843,rn,-
Zm00001d035934,RGBR,umc1444
Zm00001d035947,CIVE/GreenCoverage,pco085166
Zm00001d035948,GLI,NP_001151357.1
Zm00001d035953,IKAW/gn,-
Zm00001d035960,RGBR,smk7
Zm00001d036006,CIVE/GreenCoverage,-
Zm00001d036013,ints,-
Zm00001d036024,GRVI,akr1
Zm00001d036037,CIVE/COM,-
Zm00001d036166,CIVE,-
Zm00001d036247,ExG,pco082212
Zm00001d036280,RGBVI,cl34788_1b
Zm00001d036324,ExG,-
Zm00001d036357,gn,-
Zm00001d036404,GRVI/rn,-
