GeneName,Trait,GeneSymbol
Zm00001d012575,108: ExGR/MGRVI/GRVI/NDI,morc1
Zm00001d012580,44: ExG/NDI/ExR/veg/MGRVI/GRVI/ExGR/gn/GLI,-
Zm00001d012581,44: RGBVI/ExG/NDI/rn/ExR/veg/MGRVI/GLI2/GRVI/ExGR/gn/GLI,IDP8743
Zm00001d012585,10: ints,ereb83
Zm00001d012593,10: ints; 44: NDI/rn/ExR/MGRVI/GLI2/GRVI/ExGR; 51: ExGR/veg/GLI/gn/ExG/RGBVI,-
Zm00001d012595,44: CIVE/RGBVI/ExG/NDI/rn/ExR/veg/MGRVI/GLI2/GRVI/COM/ExGR/gn/GLI/GreenCoverage,-
Zm00001d012597,44: CIVE/NDI/rn/ExR/MGRVI/GLI2/GRVI/COM/ExGR/GreenCoverage; 65: ExR/MGRVI/NDI/GRVI,-
Zm00001d012598,14: RGBVI; 37: CIVE/COM/GreenCoverage; 44: CIVE/RGBVI/ExG/NDI/rn/ExR/veg/MGRVI/GLI2/GRVI/COM/ExGR/gn/GLI/GreenCoverage; 51: CIVE/ExGR/veg/GLI/NDI/gn/MGRVI/COM/ExG/ExR/RGBVI/GreenCoverage/GRVI,-
Zm00001d012599,26: CIVE/COM; 37: CIVE/COM/GreenCoverage; 44: CIVE/ExG/NDI/rn/ExR/veg/MGRVI/GLI2/GRVI/COM/ExGR/gn/GLI/GreenCoverage; 51: ExGR,TIDP7121
Zm00001d012600,44: CIVE/ExG/NDI/rn/ExR/veg/MGRVI/GLI2/GRVI/COM/ExGR/gn/GLI/GreenCoverage; 51: ExGR,AY110053
Zm00001d012602,10: ints/RGB_R; 15: ints; 44: CIVE/NDI/rn/ExR/veg/MGRVI/GLI2/GRVI/COM/ExGR/GreenCoverage; 51: CIVE/ExGR/GLI/gn/ExG; 65: ExR; 80: GreenCoverage,-
Zm00001d012607,12: GreenCoverage; 24: MGRVI/NDI/RGB_R/GRVI/ExGR/GLI2/veg/ints/ExR,gpm345
Zm00001d012609,37: GreenCoverage; 44: NDI/MGRVI/GRVI/GreenCoverage,LOC103636588
Zm00001d012612,37: rn,-
Zm00001d012613,80: GLI2/rn/NDI/ExR/GRVI/MGRVI,lysm1
Zm00001d012614,80: GLI2/rn/IKAW,cngc12
Zm00001d012619,108: gn/GLI/ExG/RGBVI; 80: rn/IKAW,ult1
Zm00001d012620,80: GLI2/rn/ExR,pco122156
Zm00001d012623,37: CIVE/COM/MGRVI/GreenCoverage; 44: RGBVI/ExG/NDI/rn/ExR/veg/MGRVI/GLI2/GRVI/ExGR/gn/GLI/GreenCoverage; 51: ExGR/veg/GLI/NDI/gn/MGRVI/ExG/ExR/RGBVI/GLI2/GRVI,Zm00001d012623
Zm00001d012624,44: NDI/ExR/MGRVI/GRVI; 51: ExGR/NDI/MGRVI/ExR/GRVI,chr29
Zm00001d012625,24: IKAW; 37: CIVE/COM/rn/GreenCoverage/GLI2; 44: NDI/rn/ExR/MGRVI/GLI2/GRVI/ExGR,Zm00001d012625
Zm00001d012629,44: CIVE/GreenCoverage,-
Zm00001d012630,37: CIVE/COM/GreenCoverage; 44: NDI/ExR/MGRVI/GLI2/GRVI/GreenCoverage; 51: ExGR/NDI/MGRVI/ExR/GLI2/GRVI,-
Zm00001d012633,37: CIVE/COM/GreenCoverage; 44: RGBVI/ExG/NDI/rn/ExR/veg/MGRVI/GLI2/GRVI/ExGR/gn/GLI/GreenCoverage; 51: ExGR/veg/GLI/NDI/gn/MGRVI/ExG/ExR/RGBVI/GRVI,aed2
Zm00001d012634,26: ExR/rn/GLI2; 44: RGBVI/ExG/NDI/rn/ExR/veg/MGRVI/GLI2/GRVI/ExGR/gn/GLI/GreenCoverage,-
Zm00001d012635,26: NDI/ExR/GRVI/MGRVI; 37: CIVE/COM/GRVI/MGRVI/ExGR/rn/GreenCoverage/NDI/GLI2/ExR; 44: CIVE/RGBVI/ExG/NDI/rn/ExR/veg/MGRVI/GLI2/GRVI/COM/ExGR/gn/GLI/GreenCoverage; 51: ExGR/GLI/NDI/gn/MGRVI/ExG/ExR/RGBVI/GRVI; 80: GLI2/rn,-
Zm00001d012636,44: CIVE/NDI/ExR/MGRVI/GLI2/GRVI/COM/ExGR/GreenCoverage; 88: GRVI/MGRVI/NDI; 94: ExGR/MGRVI/ExR/GRVI/NDI,-
Zm00001d012640,44: CIVE/COM; 80: GLI2/NDI/ExR/GRVI/MGRVI,jac8
Zm00001d012642,26: rn,bhlh79
Zm00001d012651,37: GRVI/MGRVI/ExGR/rn/NDI/GLI2/ExR; 44: RGBVI/ExG/NDI/rn/ExR/veg/MGRVI/GLI2/GRVI/ExGR/gn/GLI,-
Zm00001d012652,10: veg; 101: GreenCoverage,-
Zm00001d012654,26: rn,-
Zm00001d012655,80: GLI2,sbt50
Zm00001d012656,88: ExR/GRVI/GLI2/MGRVI/NDI,cl60272_1b
Zm00001d012663,24: RGB_R; 73: NDI/GRVI/MGRVI/ExGR/ExR,mate45
Zm00001d012666,80: GLI2/rn,XP_008657194
Zm00001d012680,37: RGB_R/ints; 44: ints/RGB_R; 51: ints/RGB_R,-
Zm00001d012681,108: RGB_R/ints; 115: RGBVI/IKAW; 15: NDI/GRVI/ExR/MGRVI,si606022a06b
Zm00001d012682,19: RGB_R; 51: COM/GreenCoverage,cl5474_-4f
Zm00001d012691,101: ints,-
Zm00001d012707,12: RGB_R,GRMZM2G135586
Zm00001d012708,73: CIVE/RGBVI/COM/IKAW,phi233376
Zm00001d012709,115: ExGR,umc1663
Zm00001d012712,115: CIVE/GreenCoverage/COM,ga2ox10
Zm00001d012717,17: IKAW/rn; 24: IKAW; 37: IKAW; 73: GLI; 80: IKAW,kch8
Zm00001d012725,15: ints/RGBVI; 17: RGB_R; 24: rn/GLI2; 26: GreenCoverage; 37: CIVE/COM; 44: RGBVI/ExG/NDI/ExR/veg/MGRVI/GLI2/GRVI/ExGR/gn/GLI,tcptf29
Zm00001d012734,14: RGB_R,voz5
Zm00001d012737,80: NDI/GRVI/MGRVI,-
Zm00001d012743,14: RGBVI/ints; 15: ints/RGB_R/RGBVI; 17: RGB_R; 24: rn/GLI2; 26: GreenCoverage; 37: CIVE/COM/rn/GreenCoverage/GLI2,perk10
Zm00001d012746,15: ints/RGBVI; 17: RGB_R; 24: rn/IKAW; 37: CIVE/COM/rn/GreenCoverage; 51: ExGR/ExR,wrky111
Zm00001d012750,10: RGB_R,-
Zm00001d012761,80: IKAW,-
Zm00001d012763,115: CIVE/ExR/NDI/COM/GRVI/MGRVI/ExGR/veg; 14: GreenCoverage/ints/RGB_R; 15: ints/RGB_R/GreenCoverage; 24: IKAW; 44: NDI/MGRVI/GLI2/GRVI,krp16
Zm00001d012764,51: GLI/gn/ExG/RGBVI,me4
Zm00001d012767,108: RGB_R/ints,iqd23
Zm00001d012769,37: CIVE/COM; 44: CIVE/RGBVI/NDI/rn/ExR/veg/MGRVI/GLI2/GRVI/COM/ExGR/GLI; 80: GreenCoverage,-
Zm00001d012770,108: ints; 44: CIVE/NDI/rn/MGRVI/GLI2/GRVI/COM/GreenCoverage; 65: GreenCoverage; 80: CIVE/GreenCoverage/COM; 88: GreenCoverage,Zm00001d012770
Zm00001d012771,88: GreenCoverage,-
Zm00001d012786,51: IKAW,-
Zm00001d012797,37: GreenCoverage; 80: RGB_R/ints,-
Zm00001d012801,51: IKAW,IDP8589
Zm00001d012811,80: GLI2/rn,larp8
Zm00001d012827,115: GreenCoverage,-
Zm00001d012845,88: gn/RGBVI/ExG/veg/GLI,LOC100283859
Zm00001d012852,80: GLI2/rn/NDI/ExR/GRVI/MGRVI,-
Zm00001d012854,24: RGB_R/ints; 26: veg/ExG/RGBVI/gn/GLI,cl8986_1
Zm00001d012857,24: RGB_R/GreenCoverage/ints,pco144871
Zm00001d012861,24: CIVE/rn/MGRVI/IKAW/NDI/COM/RGB_R/GRVI/ExGR/GLI2/GreenCoverage/veg/ints/ExR; 26: CIVE/veg/ints/RGB_R/ExG/RGBVI/gn/COM/GLI; 37: GRVI/MGRVI/RGBVI/ExGR/GLI/veg/ExG/NDI/ExR/gn,-
Zm00001d012863,10: IKAW/GLI2/NDI/ExR/ExGR/GRVI/MGRVI/rn; 14: MGRVI/ExGR/GLI2/GRVI/IKAW/ExR/NDI/rn; 15: rn/IKAW/GLI2; 19: GreenCoverage,cast1
Zm00001d012866,14: GreenCoverage; 37: RGB_R/ints; 44: RGB_R; 51: ints/RGB_R; 80: RGB_R/ints,-
Zm00001d012880,108: IKAW; 80: GLI2,si687007d06
Zm00001d012892,15: RGB_R,acb9
Zm00001d012909,44: GreenCoverage; 80: ExR,pco095801
Zm00001d012911,26: GreenCoverage,-
Zm00001d012912,26: GreenCoverage,-
Zm00001d012913,80: GLI2/rn,dnaJ45
Zm00001d012922,101: CIVE/GLI2/ExG/GRVI/veg/ExGR/ints/ExR/NDI/GLI/gn/GreenCoverage/COM/RGB_R/MGRVI/RGBVI; 108: CIVE/ExGR/COM/ExR/MGRVI/GRVI/NDI; 115: CIVE/ExG/GLI/COM/RGBVI/gn/veg; 37: CIVE/COM/GRVI/MGRVI/RGBVI/ExGR/rn/GLI/GreenCoverage/veg/ExG/NDI/GLI2/ExR/gn; 44: RGBVI/ExG/IKAW/NDI/ExR/veg/MGRVI/GRVI/ExGR/gn/GLI; 51: GreenCoverage; 80: ExGR/NDI/RGBVI/GRVI/MGRVI,rh3
Zm00001d012935,94: COM,nbcs15
Zm00001d012950,26: CIVE/veg/ints/RGB_R/ExG/RGBVI/gn/COM/GLI/ExGR,-
Zm00001d012972,115: IKAW,chi3
Zm00001d012973,65: RGBVI/RGB_R/ints/ExGR,-
Zm00001d012974,15: ExGR; 73: NDI/GRVI/MGRVI/ExGR/ExR/GLI2; 80: GreenCoverage,-
Zm00001d012979,108: RGB_R/ints; 14: IKAW; 15: IKAW/RGBVI; 26: IKAW; 37: IKAW; 44: IKAW; 65: RGB_R,alf17/ppr267
Zm00001d012980,65: veg/RGBVI/ExG/ExGR/GLI/gn,alf17/IDP2557
Zm00001d012981,10: ints; 15: ints; 24: IKAW; 65: veg/RGBVI/ExG/ExGR/GLI/gn; 73: ExG/GLI/gn,alf17
Zm00001d012982,80: GLI2/rn/ExR,gpm111
Zm00001d012991,10: IKAW/GLI2/NDI/ExR/ExGR/GRVI/MGRVI/rn; 15: NDI/GRVI/rn/ExR/IKAW/GLI2/MGRVI,-
Zm00001d013006,12: GreenCoverage/rn/GRVI/ExR/ExGR/IKAW/MGRVI/NDI/GLI2; 14: CIVE/veg/GLI/ExG/gn/COM; 17: CIVE/GLI/gn/COM/RGBVI/ExG; 19: GLI2/rn/veg/ExGR; 44: ints/RGB_R,LOC103625778
Zm00001d013008,65: veg/ExR/MGRVI/RGBVI/GLI2/NDI/ExG/ExGR/GLI/GRVI/gn; 73: ExG/GLI/gn/RGBVI/veg; 80: ExGR/GLI2/RGB_R/veg/rn/NDI/RGBVI/ExG/ExR/GLI/gn/GRVI/MGRVI; 88: ExR/gn/RGBVI/GRVI/ExG/veg/ExGR/GLI/MGRVI/NDI,-
Zm00001d013010,88: ExGR,LOC100282830
Zm00001d013030,10: IKAW/GLI2/ExR/RGBVI/rn; 14: GLI2/IKAW/ExR/rn; 15: rn/IKAW/ints/GLI2/RGBVI,cdpk48
Zm00001d013032,44: IKAW,pgl23
Zm00001d013033,44: CIVE/IKAW/COM,umc1679
Zm00001d013034,108: GreenCoverage; 73: IKAW,Zm00001d013034
Zm00001d013035,44: IKAW,Zm00001d013035
Zm00001d013036,37: RGB_R; 44: ints/RGB_R,-
Zm00001d013037,44: IKAW,Zm00001d013037
Zm00001d013041,37: IKAW,cybc7
Zm00001d013043,101: ints,aprl9
Zm00001d013046,101: ints; 19: GreenCoverage; 44: IKAW; 73: IKAW,LOC100279711
Zm00001d013047,44: IKAW,prh28
Zm00001d013048,44: IKAW; 51: IKAW; 73: IKAW; 80: IKAW,sqs1
Zm00001d013049,94: rn/IKAW,mmp43
Zm00001d013053,73: IKAW,proh6
Zm00001d013055,73: IKAW,IDP321
Zm00001d013058,65: veg/RGBVI/ExG/ExGR/GLI/gn; 73: ExG/GLI/gn/RGBVI; 88: gn/RGBVI/ExG/veg/GLI/IKAW; 94: GLI/ExG/gn,LOC103625805
Zm00001d013059,37: IKAW,pco085879
Zm00001d013060,65: IKAW; 73: IKAW; 88: rn/IKAW,fha11
Zm00001d013065,65: RGBVI/ExG/GLI/gn; 73: ExG/GLI/gn/RGBVI,-
Zm00001d013072,80: IKAW,pco092396
Zm00001d013078,73: IKAW,-
Zm00001d013079,65: RGB_R; 73: IKAW,umc2783
Zm00001d013080,73: IKAW,lrx5
Zm00001d013082,73: IKAW,Zm00001d013082
Zm00001d013083,65: IKAW; 73: IKAW,xrn3
Zm00001d013085,73: IKAW,-
Zm00001d013086,73: IKAW,AY109733
Zm00001d013090,73: IKAW,IDP4253
Zm00001d013092,44: IKAW,umc1478
Zm00001d013093,44: IKAW; 65: IKAW; 73: IKAW; 80: IKAW,-
Zm00001d013094,65: IKAW; 73: rn/GLI2/IKAW; 80: IKAW; 88: rn/GLI2/IKAW; 94: IKAW,mab17
Zm00001d013095,65: IKAW; 73: IKAW,IDP4011
Zm00001d013101,101: GreenCoverage,-
Zm00001d013107,73: RGBVI; 88: IKAW,-
Zm00001d013108,80: IKAW,-
Zm00001d013110,65: IKAW; 73: rn/IKAW; 80: IKAW,-
Zm00001d013111,12: GreenCoverage,dnaJ46
Zm00001d013112,65: IKAW; 73: ExG/GLI/rn/gn/RGBVI/veg/IKAW,iqd14
Zm00001d013113,73: IKAW,-
Zm00001d013116,65: IKAW; 73: rn/GLI2/IKAW; 80: rn/IKAW; 88: rn/IKAW,LOC103625822
Zm00001d013118,73: rn/IKAW,LOC100382689
Zm00001d013122,10: RGBVI; 17: ints; 51: rn/ExGR/NDI/MGRVI/ExR/GLI2/GRVI; 80: GLI2/NDI/ExR/GRVI/MGRVI,-
Zm00001d013126,73: rn/IKAW,cl10169_-1
Zm00001d013131,101: CIVE/GreenCoverage/COM; 12: CIVE/gn/ExG/GLI/COM,-
Zm00001d013139,12: GreenCoverage; 17: GreenCoverage,-
Zm00001d013140,80: IKAW/RGBVI,-
Zm00001d013141,24: IKAW; 73: IKAW; 80: IKAW; 88: rn,adf6
Zm00001d013153,115: GLI2; 37: IKAW,-
Zm00001d013154,17: GreenCoverage; 19: GreenCoverage; 24: GreenCoverage; 26: GreenCoverage; 44: RGBVI/ExG/gn/GLI; 73: GreenCoverage; 88: rn,iaa20
Zm00001d013166,73: RGBVI/IKAW; 80: RGBVI; 88: IKAW,IDP9123
Zm00001d013168,115: ExR/NDI/GLI2/GRVI/MGRVI/rn; 37: CIVE/COM,-
Zm00001d013177,65: IKAW; 73: RGBVI/IKAW,IDP8647
Zm00001d013182,10: RGB_R; 65: COM; 94: IKAW,-
Zm00001d013184,14: RGBVI; 15: ints/RGB_R,-
Zm00001d013192,24: RGB_R/ints,-
Zm00001d013199,37: GreenCoverage,-
Zm00001d013204,108: IKAW; 17: RGB_R; 19: RGB_R,si606037c03
Zm00001d013206,101: ints/RGB_R; 17: ints; 37: RGB_R/ints; 44: ints/RGB_R; 51: ints/RGB_R/COM,mkkk8
Zm00001d013209,65: veg/RGBVI/ExG/ExGR/GLI/gn; 88: ints/RGB_R,cl37809_1
Zm00001d013211,44: rn/GLI2; 51: NDI/MGRVI/ExR/GLI2/GRVI,-
Zm00001d013221,26: veg/GreenCoverage,cl4541_1b
Zm00001d013232,17: CIVE/GLI/gn/COM/RGBVI/ExG; 19: RGBVI; 24: GreenCoverage,GRMZM2G009837
Zm00001d013241,15: RGBVI; 17: GreenCoverage; 19: GreenCoverage; 65: CIVE/COM/RGBVI; 80: CIVE/COM; 88: CIVE/COM; 94: RGBVI,-
Zm00001d013243,19: GreenCoverage,cngc10
Zm00001d013247,19: GreenCoverage,mmp224
Zm00001d013258,101: GreenCoverage; 12: RGB_R,zmm31
Zm00001d013259,101: CIVE/ExG/veg/GLI/gn/GreenCoverage/COM/RGBVI; 108: CIVE/gn/COM/GLI/veg/GreenCoverage/ExG/RGBVI; 115: CIVE/ExG/GLI/COM/RGBVI/gn/veg; 12: RGB_R; 15: RGB_R; 19: GreenCoverage; 24: GreenCoverage; 44: ints; 51: ints; 65: CIVE/COM; 88: GreenCoverage,zmm15
Zm00001d013261,101: GreenCoverage,ccp19
Zm00001d013263,101: CIVE/ExG/veg/GLI/gn/COM/RGBVI,-
Zm00001d013264,14: GreenCoverage; 17: GreenCoverage; 19: GreenCoverage; 24: RGB_R/GreenCoverage/veg,cl25984_1
Zm00001d013265,15: GreenCoverage; 17: CIVE/GLI/GreenCoverage/gn/COM/RGBVI/ExG; 19: RGBVI/GreenCoverage/ExG/GLI/gn; 24: CIVE/MGRVI/gn/NDI/COM/GRVI/ExGR/GreenCoverage/RGBVI/veg/ExR/ExG/GLI; 26: CIVE/veg/NDI/GreenCoverage/ExG/RGBVI/ExR/gn/GRVI/COM/MGRVI/GLI/ExGR; 37: RGBVI/GLI/veg/ExG/gn,mybr106
Zm00001d013267,44: RGBVI/ExG/veg/gn/GLI,tlk2
Zm00001d013268,17: GreenCoverage; 19: GreenCoverage; 24: CIVE/rn/MGRVI/gn/NDI/COM/RGB_R/GRVI/ExGR/GLI2/GreenCoverage/RGBVI/veg/ints/ExR/ExG/GLI; 26: veg/NDI/GreenCoverage/ExR/GRVI/MGRVI/ExGR; 37: rn/GLI2,LOC103625882
Zm00001d013278,10: GreenCoverage; 15: ints/RGB_R; 17: CIVE/GLI/GreenCoverage/gn/COM/RGBVI/ExG; 19: CIVE/RGBVI/GreenCoverage/ExG/GLI/gn/veg/COM; 24: CIVE/rn/MGRVI/gn/NDI/COM/RGB_R/GRVI/ExGR/GLI2/GreenCoverage/veg/ExR/ExG; 26: veg/GreenCoverage/ExG/RGBVI/gn/GLI; 37: GRVI/MGRVI/RGBVI/ExGR/GLI/GreenCoverage/veg/ExG/NDI/ExR/gn,phd25
Zm00001d013294,12: RGB_R; 17: GreenCoverage; 19: GreenCoverage; 24: GreenCoverage; 26: GreenCoverage,-
Zm00001d013301,17: GreenCoverage/gn/ExG; 19: GreenCoverage; 24: GreenCoverage; 26: veg/GreenCoverage; 37: GRVI/MGRVI/ExGR/rn/GLI/veg/ExG/NDI/GLI2/ExR/gn,sag4
Zm00001d013302,17: GreenCoverage/gn/ExG; 19: GreenCoverage; 24: GreenCoverage; 26: veg/GreenCoverage; 37: GRVI/MGRVI/ExGR/rn/GLI/veg/ExG/NDI/GLI2/ExR/gn,iaa21
Zm00001d013304,101: GRVI/ExGR/ExR/NDI/MGRVI,-
Zm00001d013312,15: GreenCoverage; 19: CIVE/RGBVI/ExG/GLI/gn/veg/COM,-
Zm00001d013317,101: veg; 14: MGRVI/ExGR/GRVI/NDI,pco127416b
Zm00001d013318,37: RGBVI/GLI/ExG/gn,Zm00001d013318
Zm00001d013319,17: GreenCoverage,cel14
Zm00001d013320,19: GreenCoverage,LOC100382446
Zm00001d013351,10: ints,-
Zm00001d013361,65: ExR/MGRVI/GLI2/NDI/ExGR/rn/GRVI; 73: NDI/GRVI/MGRVI; 88: ExR/GRVI/MGRVI/NDI,-
Zm00001d013376,108: IKAW; 44: RGBVI/ExG/veg/gn/GLI; 51: GLI/NDI/gn/MGRVI/ExG/RGBVI/GRVI; 94: GLI/ExG/RGBVI/veg/gn,-
Zm00001d013378,80: rn; 88: IKAW,-
Zm00001d013380,24: RGB_R/ints; 73: RGB_R/ints,-
Zm00001d013383,24: RGB_R/ints,-
Zm00001d013384,24: RGB_R/ints,-
Zm00001d013385,88: ints/RGB_R,gras55
Zm00001d013399,94: IKAW,myb37
Zm00001d013406,37: RGBVI/GLI/veg/ExG/gn; 80: IKAW,-
Zm00001d013410,24: ints,act5
Zm00001d013412,94: rn,si707070e06a
Zm00001d013415,65: IKAW,GRMZM2G158359
Zm00001d013416,94: rn/IKAW/GLI2,phd11
Zm00001d013417,94: rn/IKAW,impb17
Zm00001d013418,94: IKAW,-
Zm00001d013419,94: IKAW,magi67569
Zm00001d013426,14: CIVE/veg/ExG/gn/COM; 17: MGRVI/ExR/NDI/GRVI/ExGR,cl692_1b
Zm00001d013427,10: IKAW/GLI2/NDI/ExR/ExGR/GRVI/MGRVI/rn; 14: MGRVI/ExGR/GLI2/GRVI/IKAW/ExR/NDI/rn; 15: NDI/GRVI/rn/ExR/IKAW/GLI2/ExGR/MGRVI; 19: GLI2/rn/IKAW,cl11117_1a
Zm00001d013430,14: CIVE/veg/GLI/ExG/gn/COM; 65: CIVE/GreenCoverage; 88: GreenCoverage; 94: CIVE/COM,si606055a02b
Zm00001d013431,65: CIVE/COM/GreenCoverage,umc107b(croc)
Zm00001d013442,108: ExGR/ExR/MGRVI/GLI2/GRVI/NDI; 115: ExR/NDI/GRVI/MGRVI/ExGR; 19: ints,-
Zm00001d013447,88: CIVE/COM/GreenCoverage,pco101674b
Zm00001d013463,24: IKAW,-
Zm00001d013471,10: RGBVI; 37: IKAW,sdg130
Zm00001d013473,14: GLI2/IKAW/ExR/rn; 15: IKAW/ints,-
Zm00001d013488,12: rn/GRVI/ExR/ExGR/IKAW/MGRVI/NDI/GLI2/veg,-
Zm00001d013505,101: RGB_R,prc2
Zm00001d013510,101: ints; 19: IKAW; 80: RGB_R/ints,mkk5
Zm00001d013511,14: CIVE/GLI/ExG/gn/COM; 15: CIVE/gn/GLI/veg/COM/ExG; 19: CIVE/RGBVI/ExG/GLI/gn/COM,-
Zm00001d013522,15: GreenCoverage,-
Zm00001d013523,101: ExG/GLI/gn/RGBVI; 108: RGBVI,pco099852b
Zm00001d013524,12: ints; 15: ints,-
Zm00001d013527,65: RGB_R; 88: ints/RGB_R; 94: ints/RGB_R,cdpk9
Zm00001d013597,14: veg,hagtf22/LOC103626013
Zm00001d013600,15: RGB_R,-
Zm00001d013603,14: ints/RGB_R,ufg25
Zm00001d013622,94: RGB_R,-
Zm00001d013624,12: veg; 65: GreenCoverage; 80: veg/RGBVI/ExG/GLI/gn; 88: GreenCoverage,cl55469_1
Zm00001d013631,115: RGBVI,tbp2
Zm00001d013653,94: CIVE/COM,cl14707_1b
Zm00001d013662,37: RGB_R/GRVI/MGRVI/RGBVI/ExGR/rn/GLI/veg/ExG/NDI/GLI2/ExR/gn,yab6
Zm00001d013673,108: CIVE/COM/GreenCoverage; 115: GreenCoverage/RGBVI,-
Zm00001d013694,44: veg,smh6
Zm00001d013706,19: RGB_R,tha9
Zm00001d013707,14: ints,iaa22
Zm00001d013724,14: IKAW; 51: ExGR/veg/GLI/NDI/gn/MGRVI/ExG/ExR/GRVI,dof26
Zm00001d013729,73: CIVE/COM/GreenCoverage,-
Zm00001d013730,65: ExR/MGRVI/GLI2/NDI/rn/GRVI,pco090715
Zm00001d013737,24: IKAW; 80: NDI/ExR/GRVI/MGRVI,pco139651
Zm00001d013745,51: ExGR/veg/ExR,cdo795b
Zm00001d013746,15: ints; 44: CIVE/COM; 51: CIVE/COM,bnlg1046
Zm00001d013751,15: ints,GRMZM2G087326
Zm00001d013752,51: ExGR/veg/GLI/gn/ExG/RGBVI,-
Zm00001d013761,10: ints/RGB_R,cl17488_1e
Zm00001d013777,10: IKAW/GLI2/NDI/ExR/ExGR/GRVI/MGRVI/rn; 15: NDI/GRVI/rn/ExR/IKAW/GLI2/ExGR/MGRVI,mybr40/qm1
Zm00001d013778,51: CIVE/COM,-
Zm00001d013782,51: ExGR/veg/NDI/MGRVI/ExR/GRVI,-
Zm00001d013783,108: ExR/GLI2/rn,dof12
Zm00001d013784,88: CIVE/COM; 94: CIVE/COM,-
Zm00001d013790,51: IKAW,-
Zm00001d013796,108: GreenCoverage,dcl105
Zm00001d013797,37: rn; 44: GreenCoverage,-
Zm00001d013798,14: RGBVI,IDP628
Zm00001d013800,15: ExGR,-
Zm00001d013804,51: veg/GLI/gn/ExG/RGBVI,-
Zm00001d013812,17: GreenCoverage; 19: GreenCoverage,-
Zm00001d013816,115: IKAW,si605053g02b
Zm00001d013819,80: ExGR/NDI/ExR/GRVI/MGRVI,csu340
Zm00001d013828,44: RGB_R; 51: ints/RGB_R; 65: CIVE,chr16
Zm00001d013831,101: ExR; 115: RGB_R; 17: MGRVI/NDI/GRVI; 88: CIVE/COM/GreenCoverage,pco067113d
Zm00001d013865,80: ints,si606047a05
Zm00001d013885,94: IKAW,LOC103626116
Zm00001d013887,12: RGB_R,gpm261
Zm00001d013896,80: RGB_R/ints,mmp180
Zm00001d013908,115: IKAW/rn; 73: NDI/rn/GRVI/MGRVI/ExR/GLI2; 94: rn/GLI2,umc2035
Zm00001d013910,65: IKAW,cl3654_1g
Zm00001d013911,65: IKAW,me8
Zm00001d013912,94: CIVE/COM/GreenCoverage,-
Zm00001d013954,14: RGB_R,smk11
Zm00001d013959,14: CIVE/RGBVI/GLI/ExG/gn/COM,-
Zm00001d013960,15: ints; 44: GreenCoverage,ms13
Zm00001d013999,108: IKAW,pco126682d
Zm00001d014024,12: CIVE/COM; 14: RGBVI; 15: rn/ExR/IKAW/GLI2/GreenCoverage; 17: GreenCoverage; 19: GreenCoverage; 37: CIVE/COM/GRVI/MGRVI/RGBVI/ExGR/rn/GLI/GreenCoverage/veg/ExG/NDI/GLI2/ExR/gn; 44: NDI/rn/ExR/MGRVI/GLI2/GRVI/ExGR,-
Zm00001d014033,101: IKAW; 37: GRVI/MGRVI/RGBVI/ExGR/GLI/veg/ExG/NDI/ExR/gn,impb24
Zm00001d014037,115: ints; 12: rn/GRVI/ExR/ExGR/IKAW/MGRVI/NDI/GLI2; 15: CIVE/gn/GLI/veg/COM/ExG; 17: veg; 24: rn; 26: NDI/GreenCoverage/ExR/GRVI/rn/MGRVI/ExGR/GLI2,-
Zm00001d014038,51: rn,-
Zm00001d014099,108: veg/RGBVI; 80: ints,LOC118471910
Zm00001d014107,12: RGB_R; 44: CIVE/COM/GreenCoverage,-
Zm00001d014109,108: rn; 37: RGBVI/GLI/veg/ExG/gn; 44: RGBVI/ExG/NDI/ExR/veg/MGRVI/GRVI/ExGR/gn/GLI,-
Zm00001d014112,17: MGRVI/ExR/NDI/GRVI/ExGR,arp7
Zm00001d014115,88: RGBVI/IKAW,-
Zm00001d014117,15: gn/GLI/RGBVI/ExG,mybr90
Zm00001d014122,15: GreenCoverage; 37: RGB_R/ints; 44: ints/RGB_R; 51: ints/RGB_R,-
Zm00001d014123,14: GreenCoverage; 15: GreenCoverage,px13
Zm00001d014157,115: IKAW,-
Zm00001d014178,37: IKAW,cl9977_1
Zm00001d014185,65: GLI2/rn; 88: ExR/GRVI/rn/GLI2/MGRVI/NDI,-
Zm00001d014188,14: ExG/gn; 15: CIVE/gn/GLI/RGBVI/veg/COM/ExG; 17: CIVE/veg/GLI/gn/COM/ExG; 19: CIVE/RGBVI/ExG/GLI/gn/veg/COM; 24: CIVE/rn/MGRVI/gn/NDI/COM/GRVI/ExGR/GLI2/RGBVI/veg/ExR/ExG/GLI; 26: CIVE/veg/NDI/ExG/RGBVI/ExR/gn/GRVI/COM/MGRVI/GLI/ExGR,LOC100193152
Zm00001d014210,17: IKAW/rn; 73: rn,-
Zm00001d014236,12: rn/IKAW/GLI2,-
Zm00001d014254,10: COM/CIVE; 108: IKAW/rn; 15: NDI/GRVI/rn/ExR/IKAW/GLI2/MGRVI; 94: rn/IKAW,-
Zm00001d014255,12: CIVE/gn/ExG/GLI/COM; 65: rn; 88: rn/GLI2,-
Zm00001d014256,44: CIVE/COM/GreenCoverage,-
